Ontology1,Ontology2,Entity1,Entity2,Parent1,Parent2,Path1,Path2,Match,Type
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,description,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasPrice,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasYear,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasSize,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasContents,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasISSN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasVolume,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasAbstract,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasAnnotation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasSeries,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasSchool,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasNumber,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasMonth,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasOrganization,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasKeywords,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasEdition,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasMrnumber,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,bibliographicCitation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,humanCreator,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,identifier,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasNote,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,subject,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasPublisher,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,source,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasTitle,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasLCCN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasAuthor,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasLanguage,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasCopyright,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,collection,hasJournal,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasType,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasKey,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasPages,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasEditor,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasBooktitle,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasAffiliation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,title,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,howPublished,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasURL,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasAddress,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasISBN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,pageChapterData,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasInstitution,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,creator,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasCrossref,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,date,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,abstract,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasChapter,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasLocation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,description,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasPrice,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasYear,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasSize,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasContents,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasISSN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasVolume,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasAbstract,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasAnnotation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasSeries,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasSchool,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasNumber,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasMonth,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasOrganization,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasKeywords,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasEdition,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasMrnumber,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,bibliographicCitation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,humanCreator,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,identifier,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasNote,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,subject,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasPublisher,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,source,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasTitle,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasLCCN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasAuthor,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasLanguage,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasCopyright,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,month,hasJournal,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasType,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasKey,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasPages,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasEditor,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasBooktitle,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasAffiliation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,title,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,howPublished,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasURL,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasAddress,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasISBN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,pageChapterData,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasInstitution,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,creator,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasCrossref,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,date,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,abstract,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasChapter,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasLocation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,1,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,description,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasPrice,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasYear,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasSize,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasContents,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasISSN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasVolume,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasAbstract,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasAnnotation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasSeries,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasSchool,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasNumber,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasMonth,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasOrganization,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasKeywords,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasEdition,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasMrnumber,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,bibliographicCitation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,humanCreator,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,identifier,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasNote,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,subject,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasPublisher,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,source,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasTitle,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasLCCN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasAuthor,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasLanguage,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasCopyright,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,location,hasJournal,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasType,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasKey,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasPages,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasEditor,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasBooktitle,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasAffiliation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,title,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,howPublished,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasURL,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasAddress,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasISBN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,pageChapterData,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasInstitution,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,creator,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasCrossref,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,date,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,abstract,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasChapter,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasLocation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,description,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasPrice,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasYear,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasSize,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,1,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasContents,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasISSN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasVolume,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasAbstract,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasAnnotation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasSeries,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasSchool,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasNumber,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasMonth,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasOrganization,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasKeywords,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasEdition,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasMrnumber,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,bibliographicCitation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,humanCreator,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,identifier,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasNote,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,subject,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasPublisher,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,source,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasTitle,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasLCCN,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasAuthor,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasLanguage,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasCopyright,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,size,hasJournal,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,mrNumber,hasType,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,mrNumber,hasKey,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,mrNumber,hasPages,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,mrNumber,hasEditor,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,mrNumber,hasBooktitle,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/301.rdf,mrNumber,hasAffiliation,Organization,Entry,Thing/Organization/Institution,Thing/Entry/Article,0,Property
