Ontology1,Ontology2,Entity1,Entity2,Parent1,Parent2,Path1,Path2,Type
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,relatedProject,ObjectProperty,ObjectProperty,Property/ObjectProperty/institution,Property/ObjectProperty/relatedProject,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,address,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/address,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,author,ObjectProperty,ObjectProperty,Property/ObjectProperty/institution,Property/ObjectProperty/author,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,pages,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/pages,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,description,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/description,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,chapter,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/chapter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,publishedOn,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/publishedOn,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,organization,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/organization,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,softCopy,ObjectProperty,ObjectProperty,Property/ObjectProperty/institution,Property/ObjectProperty/softCopy,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,institution,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/institution,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,keyword,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/keyword,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,note,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/note,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,editor,ObjectProperty,ObjectProperty,Property/ObjectProperty/institution,Property/ObjectProperty/editor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,journal,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/journal,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,firstAuthor,ObjectProperty,ObjectProperty,Property/ObjectProperty/institution,Property/ObjectProperty/firstAuthor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,number,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/number,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,softCopySize,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/softCopySize,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,publisher,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/publisher,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,softCopyFormat,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/softCopyFormat,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,series,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/series,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,title,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/title,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,type,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/type,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,school,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/school,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,edition,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/edition,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,abstract,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/abstract,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,counter,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/counter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,softCopyURI,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/softCopyURI,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,institution,volume,ObjectProperty,DatatypeProperty,Property/ObjectProperty/institution,Property/DatatypeProperty/volume,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,version,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/version,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,booktitle,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/booktitle,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,relatedProject,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/periodicity,Property/ObjectProperty/relatedProject,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,address,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/address,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,author,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/periodicity,Property/ObjectProperty/author,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,pages,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/pages,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,description,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/description,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,chapter,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/chapter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,publishedOn,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/publishedOn,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,organization,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/organization,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,softCopy,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/periodicity,Property/ObjectProperty/softCopy,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,institution,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/institution,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,keyword,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/keyword,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,note,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/note,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,editor,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/periodicity,Property/ObjectProperty/editor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,journal,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/journal,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,firstAuthor,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/periodicity,Property/ObjectProperty/firstAuthor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,number,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/number,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,softCopySize,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/softCopySize,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,publisher,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/publisher,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,softCopyFormat,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/softCopyFormat,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,series,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/series,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,title,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/title,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,type,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/type,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,school,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/school,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,edition,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/edition,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,abstract,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/abstract,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,counter,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/counter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,softCopyURI,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/softCopyURI,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,periodicity,volume,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/periodicity,Property/DatatypeProperty/volume,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,version,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/version,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,booktitle,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/booktitle,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,relatedProject,ObjectProperty,ObjectProperty,Property/ObjectProperty/directors,Property/ObjectProperty/relatedProject,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,address,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/address,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,author,ObjectProperty,ObjectProperty,Property/ObjectProperty/directors,Property/ObjectProperty/author,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,pages,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/pages,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,description,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/description,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,chapter,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/chapter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,publishedOn,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/publishedOn,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,organization,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/organization,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,softCopy,ObjectProperty,ObjectProperty,Property/ObjectProperty/directors,Property/ObjectProperty/softCopy,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,institution,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/institution,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,keyword,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/keyword,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,note,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/note,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,editor,ObjectProperty,ObjectProperty,Property/ObjectProperty/directors,Property/ObjectProperty/editor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,journal,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/journal,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,firstAuthor,ObjectProperty,ObjectProperty,Property/ObjectProperty/directors,Property/ObjectProperty/firstAuthor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,number,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/number,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,softCopySize,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/softCopySize,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,publisher,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/publisher,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,softCopyFormat,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/softCopyFormat,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,series,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/series,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,title,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/title,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,type,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/type,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,school,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/school,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,edition,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/edition,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,abstract,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/abstract,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,counter,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/counter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,softCopyURI,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/softCopyURI,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,directors,volume,ObjectProperty,DatatypeProperty,Property/ObjectProperty/directors,Property/DatatypeProperty/volume,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,version,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/version,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,booktitle,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/booktitle,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,relatedProject,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/lccn,Property/ObjectProperty/relatedProject,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,address,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/address,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,author,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/lccn,Property/ObjectProperty/author,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,pages,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/pages,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,description,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/description,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,chapter,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/chapter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,publishedOn,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/publishedOn,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,organization,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/organization,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,softCopy,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/lccn,Property/ObjectProperty/softCopy,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,institution,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/institution,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,keyword,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/keyword,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,note,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/note,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,editor,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/lccn,Property/ObjectProperty/editor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,journal,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/journal,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,firstAuthor,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/lccn,Property/ObjectProperty/firstAuthor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,number,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/number,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,softCopySize,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/softCopySize,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,publisher,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/publisher,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,softCopyFormat,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/softCopyFormat,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,series,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/series,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,title,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/title,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,type,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/type,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,school,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/school,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,edition,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/edition,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,abstract,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/abstract,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,counter,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/counter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,softCopyURI,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/softCopyURI,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,lccn,volume,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/lccn,Property/DatatypeProperty/volume,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,version,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/version,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,booktitle,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/booktitle,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,relatedProject,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/name,Property/ObjectProperty/relatedProject,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,address,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/address,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,author,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/name,Property/ObjectProperty/author,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,pages,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/pages,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,description,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/description,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,chapter,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/chapter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,publishedOn,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/publishedOn,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,organization,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/organization,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,softCopy,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/name,Property/ObjectProperty/softCopy,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,institution,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/institution,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,keyword,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/keyword,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,note,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/note,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,editor,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/name,Property/ObjectProperty/editor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,journal,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/journal,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,firstAuthor,DatatypeProperty,ObjectProperty,Property/DatatypeProperty/name,Property/ObjectProperty/firstAuthor,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,number,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/number,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,softCopySize,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/softCopySize,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,publisher,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/publisher,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,softCopyFormat,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/softCopyFormat,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,series,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/series,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,title,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/title,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,type,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/type,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,school,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/school,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,edition,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/edition,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,abstract,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/abstract,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,counter,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/counter,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,softCopyURI,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/softCopyURI,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,name,volume,DatatypeProperty,DatatypeProperty,Property/DatatypeProperty/name,Property/DatatypeProperty/volume,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,first,version,ObjectProperty,DatatypeProperty,Property/ObjectProperty/first,Property/DatatypeProperty/version,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,first,booktitle,ObjectProperty,DatatypeProperty,Property/ObjectProperty/first,Property/DatatypeProperty/booktitle,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,first,relatedProject,ObjectProperty,ObjectProperty,Property/ObjectProperty/first,Property/ObjectProperty/relatedProject,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,first,address,ObjectProperty,DatatypeProperty,Property/ObjectProperty/first,Property/DatatypeProperty/address,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,first,author,ObjectProperty,ObjectProperty,Property/ObjectProperty/first,Property/ObjectProperty/author,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,first,pages,ObjectProperty,DatatypeProperty,Property/ObjectProperty/first,Property/DatatypeProperty/pages,Property
dataset1/ontologies/101.rdf,dataset1/ontologies/302.rdf,first,description,ObjectProperty,DatatypeProperty,Property/ObjectProperty/first,Property/DatatypeProperty/description,Property
